item_id	timestamp	time	ord0
9827	2025-01-26	13:00	4
9826	2025-01-26	12:00	2
9825	2025-01-26	10:00	2
9824	2025-01-25	22:00	5
9823	2025-01-25	20:00	4
9822	2025-01-25	18:00	2
9821	2025-01-25	16:00	5
9820	2025-01-25	13:00	3
9819	2025-01-25	12:00	20
9818	2025-01-25	10:00	4
9817	2025-01-24	22:00	16
9816	2025-01-24	20:00	4
9815	2025-01-24	18:00	5
9814	2025-01-24	16:00	8
9813	2025-01-24	13:00	9
9812	2025-01-24	12:00	4
9811	2025-01-24	10:00	8
9810	2025-01-23	22:00	16
9809	2025-01-23	20:00	14
9808	2025-01-23	18:00	11
9807	2025-01-23	16:00	13
9806	2025-01-23	13:00	10
9805	2025-01-23	12:00	14
9804	2025-01-23	10:00	15
9803	2025-01-22	22:00	13
9802	2025-01-22	20:00	13
9801	2025-01-22	18:00	14
9800	2025-01-22	16:00	19
9799	2025-01-22	13:00	12
9798	2025-01-22	12:00	1
9797	2025-01-22	10:00	3
9796	2025-01-21	22:00	12
9795	2025-01-21	20:00	3
9794	2025-01-21	18:00	15
9793	2025-01-21	16:00	20
9792	2025-01-21	13:00	18
9791	2025-01-21	12:00	9
9790	2025-01-21	10:00	1
9789	2025-01-20	22:00	9
9788	2025-01-20	20:00	19
9787	2025-01-20	18:00	7
9786	2025-01-20	16:00	6
9785	2025-01-20	13:00	9
9784	2025-01-20	12:00	17
9783	2025-01-20	10:00	17
9782	2025-01-19	22:00	7
9781	2025-01-19	20:00	9
9780	2025-01-19	18:00	2
9779	2025-01-19	16:00	4
9778	2025-01-19	13:00	11
9777	2025-01-19	12:00	4
9776	2025-01-19	10:00	7
9775	2025-01-18	22:00	15
9774	2025-01-18	20:00	15
9773	2025-01-18	18:00	7
9772	2025-01-18	16:00	16
9771	2025-01-18	13:00	7
9770	2025-01-18	12:00	20
9769	2025-01-18	10:00	18
9768	2025-01-17	22:00	6
9767	2025-01-17	20:00	14
9766	2025-01-17	18:00	15
9765	2025-01-17	16:00	18
9764	2025-01-17	13:00	13
9763	2025-01-17	12:00	6
9762	2025-01-17	10:00	12
9761	2025-01-16	22:00	2
9760	2025-01-16	20:00	2
9759	2025-01-16	18:00	9
9758	2025-01-16	16:00	13
9757	2025-01-16	13:00	20
9756	2025-01-16	12:00	17
9755	2025-01-16	10:00	20
9754	2025-01-15	22:00	14
9753	2025-01-15	20:00	18
9752	2025-01-15	18:00	8
9751	2025-01-15	16:00	14
9750	2025-01-15	13:00	11
9749	2025-01-15	12:00	3
9748	2025-01-15	10:00	19
9747	2025-01-14	22:00	7
9746	2025-01-14	20:00	8
9745	2025-01-14	18:00	14
9744	2025-01-14	16:00	4
9743	2025-01-14	13:00	11
9742	2025-01-14	12:00	2
9741	2025-01-14	10:00	10
9740	2025-01-13	22:00	12
9739	2025-01-13	20:00	9
9738	2025-01-13	18:00	20
9737	2025-01-13	16:00	14
9736	2025-01-13	13:00	13
9735	2025-01-13	12:00	11
9734	2025-01-13	10:00	6
9733	2025-01-12	22:00	5
9732	2025-01-12	20:00	19
9731	2025-01-12	18:00	13
9730	2025-01-12	16:00	9
9729	2025-01-12	13:00	20
9728	2025-01-12	12:00	18
9727	2025-01-12	10:00	1
9726	2025-01-11	22:00	6
9725	2025-01-11	20:00	15
9724	2025-01-11	18:00	3
9723	2025-01-11	16:00	7
9722	2025-01-11	13:00	4
9721	2025-01-11	12:00	18
9720	2025-01-11	10:00	16
9719	2025-01-10	22:00	14
9718	2025-01-10	20:00	5
9717	2025-01-10	18:00	9
9716	2025-01-10	16:00	8
9715	2025-01-10	13:00	13
9714	2025-01-10	12:00	10
9713	2025-01-10	10:00	9
9712	2025-01-09	22:00	5
9711	2025-01-09	20:00	18
9710	2025-01-09	18:00	10
9709	2025-01-09	16:00	12
9708	2025-01-09	13:00	12
9707	2025-01-09	12:00	18
9706	2025-01-09	10:00	17
9705	2025-01-08	22:00	2
9704	2025-01-08	20:00	17
9703	2025-01-08	18:00	2
9702	2025-01-08	16:00	10
9701	2025-01-08	13:00	5
9700	2025-01-08	12:00	13
9699	2025-01-08	10:00	5
9698	2025-01-07	22:00	16
9697	2025-01-07	20:00	12
9696	2025-01-07	18:00	18
9695	2025-01-07	16:00	12
9694	2025-01-07	13:00	19
9693	2025-01-07	12:00	7
9692	2025-01-07	10:00	19
9691	2025-01-06	22:00	17
9690	2025-01-06	20:00	18
9689	2025-01-06	18:00	7
9688	2025-01-06	16:00	15
9687	2025-01-06	13:00	14
9686	2025-01-06	12:00	10
9685	2025-01-06	10:00	9
9684	2025-01-05	22:00	8
9683	2025-01-05	20:00	14
9682	2025-01-05	18:00	4
9681	2025-01-05	16:00	20
9680	2025-01-05	13:00	16
9679	2025-01-05	12:00	5
9678	2025-01-05	10:00	20
9677	2025-01-04	22:00	16
9676	2025-01-04	20:00	11
9675	2025-01-04	18:00	8
9674	2025-01-04	16:00	2
9673	2025-01-04	13:00	20
9672	2025-01-04	12:00	2
9671	2025-01-04	10:00	16
9670	2025-01-03	22:00	7
9669	2025-01-03	20:00	5
9668	2025-01-03	18:00	3
9667	2025-01-03	16:00	4
9666	2025-01-03	13:00	12
9665	2025-01-03	12:00	12
9664	2025-01-03	10:00	5
9663	2025-01-02	22:00	1
9662	2025-01-02	20:00	9
9661	2025-01-02	18:00	2
9660	2025-01-02	16:00	18
9659	2025-01-02	13:00	2
9658	2025-01-02	12:00	2
9657	2025-01-02	10:00	18
9656	2025-01-01	22:00	14
9655	2025-01-01	20:00	11
9654	2025-01-01	18:00	12
9653	2025-01-01	16:00	17
9652	2025-01-01	13:00	13
9651	2025-01-01	12:00	10
9650	2025-01-01	10:00	19
9649	2024-12-31	22:00	16
9648	2024-12-31	20:00	4
9647	2024-12-31	18:00	1
9646	2024-12-31	16:00	8
9645	2024-12-31	13:00	20
9644	2024-12-31	12:00	13
9643	2024-12-31	10:00	2
9642	2024-12-30	22:00	6
9641	2024-12-30	20:00	11
9640	2024-12-30	18:00	9
9639	2024-12-30	16:00	18
9638	2024-12-30	13:00	17
9637	2024-12-30	12:00	1
9636	2024-12-30	10:00	13
9635	2024-12-29	22:00	11
9634	2024-12-29	20:00	4
9633	2024-12-29	18:00	7
9632	2024-12-29	16:00	17
9631	2024-12-29	13:00	9
9630	2024-12-29	12:00	15
9629	2024-12-29	10:00	4
9628	2024-12-28	22:00	15
9627	2024-12-28	20:00	20
9626	2024-12-28	18:00	12
9625	2024-12-28	16:00	11
9624	2024-12-28	13:00	10
9623	2024-12-28	12:00	10
9622	2024-12-28	10:00	5
9621	2024-12-27	22:00	3
9620	2024-12-27	20:00	7
9619	2024-12-27	18:00	11
9618	2024-12-27	16:00	12
9617	2024-12-27	13:00	8
9616	2024-12-27	12:00	19
9615	2024-12-27	10:00	8
9614	2024-12-26	22:00	15
9613	2024-12-26	20:00	7
9612	2024-12-26	18:00	5
9611	2024-12-26	16:00	16
9610	2024-12-26	13:00	8
9609	2024-12-26	12:00	2
9608	2024-12-26	10:00	11
9607	2024-12-25	22:00	13
9606	2024-12-25	20:00	8
9605	2024-12-25	18:00	8
9604	2024-12-25	16:00	10
9603	2024-12-25	13:00	16
9602	2024-12-25	12:00	19
9601	2024-12-25	10:00	13
9600	2024-12-24	22:00	13
9599	2024-12-24	20:00	3
9598	2024-12-24	18:00	9
9597	2024-12-24	16:00	3
9596	2024-12-24	13:00	16
9595	2024-12-24	12:00	8
9594	2024-12-24	10:00	4
9593	2024-12-23	22:00	15
9592	2024-12-23	20:00	1
9591	2024-12-23	18:00	1
9590	2024-12-23	16:00	1
9589	2024-12-23	13:00	9
9588	2024-12-23	12:00	20
9587	2024-12-23	10:00	10
9586	2024-12-22	22:00	20
9585	2024-12-22	20:00	19
9584	2024-12-22	18:00	3
9583	2024-12-22	16:00	2
9582	2024-12-22	13:00	8
9581	2024-12-22	12:00	8
9580	2024-12-22	10:00	13
9579	2024-12-21	22:00	10
9578	2024-12-21	20:00	13
9577	2024-12-21	18:00	4
9576	2024-12-21	16:00	2
9575	2024-12-21	13:00	11
9574	2024-12-21	12:00	19
9573	2024-12-21	10:00	15
9572	2024-12-20	22:00	9
9571	2024-12-20	20:00	8
9570	2024-12-20	18:00	6
9569	2024-12-20	16:00	14
9568	2024-12-20	13:00	11
9567	2024-12-20	12:00	17
9566	2024-12-20	10:00	7
9565	2024-12-19	22:00	20
9564	2024-12-16	22:00	15
9563	2024-12-16	20:00	2
9562	2024-12-16	18:00	18
9561	2024-12-16	16:00	17
9560	2024-12-16	13:00	19
9559	2024-12-16	12:00	11
9558	2024-12-16	10:00	9
9557	2024-12-15	22:00	10
9556	2024-12-15	20:00	18
9555	2024-12-15	18:00	10
9554	2024-12-15	16:00	16
9553	2024-12-15	13:00	16
9552	2024-12-15	12:00	2
9551	2024-12-15	10:00	4
9550	2024-12-14	22:00	6
9549	2024-12-14	20:00	10
9548	2024-12-14	18:00	17
9547	2024-12-14	16:00	3
9546	2024-12-14	13:00	5
9545	2024-12-14	12:00	17
9544	2024-12-14	10:00	15
9543	2024-12-13	22:00	16
9542	2024-12-13	20:00	19
9541	2024-12-13	18:00	13
9540	2024-12-13	16:00	5
9539	2024-12-13	13:00	2
9538	2024-12-13	12:00	9
9537	2024-12-13	10:00	13
9536	2024-12-12	22:00	5
9535	2024-12-12	20:00	17
9534	2024-12-12	18:00	3
9533	2024-12-12	16:00	14
9532	2024-12-12	13:00	14
9531	2024-12-12	12:00	11
9530	2024-12-12	10:00	1
9529	2024-12-11	22:00	10
9528	2024-12-11	20:00	17
9527	2024-12-11	18:00	14
9526	2024-12-11	16:00	4
9525	2024-12-11	13:00	20
9524	2024-12-11	12:00	17
9523	2024-12-11	10:00	9
9522	2024-12-10	22:00	15
9521	2024-12-10	20:00	1
9520	2024-12-10	18:00	3
9519	2024-12-10	16:00	12
9518	2024-12-10	13:00	10
9517	2024-12-10	12:00	7
9516	2024-12-10	10:00	8
9515	2024-12-09	22:00	14
9514	2024-12-09	20:00	5
9513	2024-12-09	18:00	2
9512	2024-12-09	16:00	19
9511	2024-12-09	13:00	4
9510	2024-12-09	12:00	20
9509	2024-12-09	10:00	19
9508	2024-12-08	22:00	17
9507	2024-12-08	20:00	16
9506	2024-12-08	18:00	8
9505	2024-12-08	16:00	5
9504	2024-12-08	13:00	9
9503	2024-12-08	12:00	19
9502	2024-12-08	10:00	8
9501	2024-12-07	22:00	5
9500	2024-12-07	20:00	5
9499	2024-12-07	18:00	16
9498	2024-12-07	16:00	13
9497	2024-12-07	13:00	15
9496	2024-12-07	12:00	9
9495	2024-12-07	10:00	8
9494	2024-12-06	22:00	8
9493	2024-12-06	20:00	6
9492	2024-12-06	18:00	7
9491	2024-12-06	16:00	8
9490	2024-12-06	13:00	18
9489	2024-12-06	12:00	8
9488	2024-12-06	10:00	2
9487	2024-12-05	22:00	4
9486	2024-12-05	20:00	8
9485	2024-12-05	18:00	17
9484	2024-12-05	16:00	5
9483	2024-12-05	13:00	20
9482	2024-12-05	12:00	19
9481	2024-12-05	10:00	11
9480	2024-12-04	22:00	8
9479	2024-12-04	20:00	5
9478	2024-12-04	18:00	10
9477	2024-12-04	16:00	4
9476	2024-12-04	13:00	2
9475	2024-12-04	12:00	9
9474	2024-12-04	10:00	13
9473	2024-12-03	22:00	2
9472	2024-12-03	20:00	11
9471	2024-12-03	18:00	13
9470	2024-12-03	16:00	16
9469	2024-12-03	13:00	5
9468	2024-12-03	12:00	9
9467	2024-12-03	10:00	19
9466	2024-12-02	22:00	9
9465	2024-12-02	20:00	3
9464	2024-12-02	18:00	9
9463	2024-12-02	16:00	5
9462	2024-12-02	13:00	8
9461	2024-12-02	12:00	14
9460	2024-12-02	10:00	10
9459	2024-12-01	22:00	9
9458	2024-12-01	20:00	9
9457	2024-12-01	18:00	6
9456	2024-12-01	16:00	5
9455	2024-12-01	13:00	9
9454	2024-12-01	12:00	14
9453	2024-12-01	10:00	2
9452	2024-11-30	22:00	8
9451	2024-11-30	20:00	13
9450	2024-11-30	18:00	18
9449	2024-11-30	16:00	12
9448	2024-11-30	13:00	9
9447	2024-11-30	12:00	5
9446	2024-11-30	10:00	15
9445	2024-11-29	22:00	13
9444	2024-11-29	20:00	14
9443	2024-11-29	18:00	1
9442	2024-11-29	16:00	17
9441	2024-11-29	13:00	1
9440	2024-11-29	12:00	12
9439	2024-11-29	10:00	18
9438	2024-11-28	22:00	6
9437	2024-11-28	20:00	9
9436	2024-11-28	18:00	6
9435	2024-11-28	16:00	1
9434	2024-11-28	13:00	19
9433	2024-11-28	12:00	7
9432	2024-11-28	10:00	4
9431	2024-11-27	22:00	17
9430	2024-11-27	20:00	14
9429	2024-11-27	18:00	13
9428	2024-11-27	16:00	3
9427	2024-11-27	13:00	12
9426	2024-11-27	12:00	14
9425	2024-11-27	10:00	19
9424	2024-11-26	22:00	15
9423	2024-11-26	20:00	2
9422	2024-11-26	18:00	14
9421	2024-11-26	16:00	8
9420	2024-11-26	13:00	11
9419	2024-11-26	12:00	8
9418	2024-11-26	10:00	15
9417	2024-11-25	22:00	9
9416	2024-11-25	20:00	12
9415	2024-11-25	18:00	16
9414	2024-11-25	16:00	12
9413	2024-11-25	13:00	17
9412	2024-11-25	12:00	11
9411	2024-11-25	10:00	4
9410	2024-11-24	22:00	1
9409	2024-11-24	20:00	2
9408	2024-11-24	18:00	16
9407	2024-11-24	16:00	4
9406	2024-11-24	13:00	15
9405	2024-11-24	12:00	9
9404	2024-11-24	10:00	3
9403	2024-11-23	22:00	3
9402	2024-11-23	20:00	17
9401	2024-11-23	18:00	19
9400	2024-11-23	16:00	8
9399	2024-11-23	13:00	7
9398	2024-11-23	12:00	5
9397	2024-11-23	10:00	10
9396	2024-11-22	22:00	4
9395	2024-11-22	20:00	17
9394	2024-11-22	18:00	5
9393	2024-11-22	16:00	10
9392	2024-11-22	13:00	11
9391	2024-11-22	12:00	13
9390	2024-11-22	10:00	2
9389	2024-11-21	22:00	3
9388	2024-11-21	20:00	7
9387	2024-11-21	18:00	7
9386	2024-11-21	16:00	10
9385	2024-11-21	13:00	15
9384	2024-11-21	12:00	10
9383	2024-11-21	10:00	12
9382	2024-11-20	22:00	4
9381	2024-11-20	20:00	7
9380	2024-11-20	18:00	19
9379	2024-11-20	16:00	18
9378	2024-11-20	13:00	4
9377	2024-11-20	12:00	9
9376	2024-11-20	10:00	13
9375	2024-11-19	22:00	20
9374	2024-11-19	20:00	20
9373	2024-11-19	18:00	10
9372	2024-11-19	16:00	12
9371	2024-11-19	13:00	8
9370	2024-11-19	12:00	19
9369	2024-11-19	10:00	11
9368	2024-11-18	22:00	7
9367	2024-11-18	20:00	15
9366	2024-11-18	18:00	5
9365	2024-11-18	16:00	8
9364	2024-11-18	13:00	9
9363	2024-11-18	12:00	18
9362	2024-11-18	10:00	11
9361	2024-11-17	22:00	13
9360	2024-11-17	20:00	15
9359	2024-11-17	18:00	2
9358	2024-11-17	16:00	6
9357	2024-11-17	13:00	4
9356	2024-11-17	12:00	11
9355	2024-11-17	10:00	4
9354	2024-11-16	22:00	10
9353	2024-11-16	20:00	18
9352	2024-11-16	18:00	11
9351	2024-11-16	16:00	14
9350	2024-11-16	13:00	5
9349	2024-11-16	12:00	12
9348	2024-11-16	10:00	1
9347	2024-11-15	22:00	16
9346	2024-11-15	20:00	1
9345	2024-11-15	18:00	6
9344	2024-11-15	16:00	19
9343	2024-11-15	13:00	16
9342	2024-11-15	12:00	15
9341	2024-11-15	10:00	8
9340	2024-11-14	22:00	15
9339	2024-11-14	20:00	9
9338	2024-11-14	18:00	3
9337	2024-11-14	16:00	18
9336	2024-11-14	13:00	17
9335	2024-11-14	12:00	20
9334	2024-11-14	10:00	1
9333	2024-11-13	22:00	12
9332	2024-11-13	20:00	6
9331	2024-11-13	18:00	11
9330	2024-11-13	16:00	18
9329	2024-11-13	13:00	4
9328	2024-11-13	12:00	12
9327	2024-11-13	10:00	20
9326	2024-11-12	22:00	3
9325	2024-11-12	20:00	15
9324	2024-11-12	18:00	4
9323	2024-11-12	16:00	11
9322	2024-11-12	13:00	16
9321	2024-11-12	12:00	3
9320	2024-11-12	10:00	2
9319	2024-11-11	22:00	13
9318	2024-11-11	20:00	2
9317	2024-11-11	18:00	2
9316	2024-11-11	16:00	14
9315	2024-11-11	13:00	8
9314	2024-11-11	12:00	6
9313	2024-11-11	10:00	18
9312	2024-11-10	22:00	9
9311	2024-11-10	20:00	2
9310	2024-11-10	18:00	15
9309	2024-11-10	16:00	18
9308	2024-11-10	13:00	8
9307	2024-11-10	12:00	13
9306	2024-11-10	10:00	20
9305	2024-11-09	22:00	16
9304	2024-11-09	20:00	15
9303	2024-11-09	18:00	10
9302	2024-11-09	16:00	9
9301	2024-11-09	13:00	7
9300	2024-11-09	12:00	14
9299	2024-11-09	10:00	16
9298	2024-11-08	22:00	8
9297	2024-11-08	20:00	8
9296	2024-11-08	18:00	1
9295	2024-11-08	16:00	20
9294	2024-11-08	13:00	6
9293	2024-11-08	12:00	1
9292	2024-11-08	10:00	3
9291	2024-11-07	22:00	18
9290	2024-11-07	20:00	15
9289	2024-11-07	18:00	16
9288	2024-11-07	16:00	6
9287	2024-11-07	13:00	1
9286	2024-11-07	12:00	2
9285	2024-11-07	10:00	4
9284	2024-11-06	22:00	1
9283	2024-11-06	20:00	5
9282	2024-11-06	18:00	9
9281	2024-11-06	16:00	8
9280	2024-11-06	13:00	19
9279	2024-11-06	12:00	17
9278	2024-11-06	10:00	10
9277	2024-11-05	22:00	4
9276	2024-11-05	20:00	19
9275	2024-11-05	18:00	17
9274	2024-11-05	16:00	18
9273	2024-11-05	13:00	13
9272	2024-11-05	12:00	12
9271	2024-11-05	10:00	13
9270	2024-11-04	22:00	13
9269	2024-11-04	20:00	9
9268	2024-11-04	18:00	4
9267	2024-11-04	16:00	9
9266	2024-11-04	13:00	20
9265	2024-11-04	12:00	4
9264	2024-11-04	10:00	4
9263	2024-11-03	22:00	8
9262	2024-11-03	20:00	7
9261	2024-11-03	18:00	1
9260	2024-11-03	16:00	3
9259	2024-11-03	13:00	10
9258	2024-11-03	12:00	13
9257	2024-11-03	10:00	7
9256	2024-11-02	22:00	20
9255	2024-11-02	20:00	16
9254	2024-11-02	18:00	14
9253	2024-11-02	16:00	7
9252	2024-11-02	13:00	18
9251	2024-11-02	12:00	16
9250	2024-11-02	10:00	3
9249	2024-11-01	22:00	12
9248	2024-11-01	20:00	7
9247	2024-11-01	18:00	17
9246	2024-11-01	16:00	8
9245	2024-11-01	13:00	15
9244	2024-11-01	12:00	14
9243	2024-11-01	10:00	8
9242	2024-10-31	22:00	6
9241	2024-10-31	20:00	16
9240	2024-10-31	18:00	17
9239	2024-10-31	16:00	8
9238	2024-10-31	13:00	13
9237	2024-10-31	12:00	1
9236	2024-10-31	10:00	20
9235	2024-10-30	22:00	14
9234	2024-10-30	20:00	1
9233	2024-10-30	18:00	6
9232	2024-10-30	16:00	15
9231	2024-10-30	13:00	13
9230	2024-10-30	12:00	8
9229	2024-10-30	10:00	16
9228	2024-10-29	22:00	19
9227	2024-10-29	20:00	9
9226	2024-10-29	18:00	15
9225	2024-10-29	16:00	6
9224	2024-10-29	13:00	8
9223	2024-10-29	12:00	20
9222	2024-10-29	10:00	17
9221	2024-10-28	22:00	15
9220	2024-10-28	20:00	10
9219	2024-10-28	18:00	4
9218	2024-10-28	16:00	2
9217	2024-10-28	13:00	12
9216	2024-10-28	12:00	12
9215	2024-10-28	10:00	5
9214	2024-10-27	22:00	4
9213	2024-10-27	20:00	12
9212	2024-10-27	18:00	19
9211	2024-10-27	16:00	10
9210	2024-10-27	13:00	17
9209	2024-10-27	12:00	2
9208	2024-10-27	10:00	9
9207	2024-10-26	22:00	2
9206	2024-10-26	20:00	12
9205	2024-10-26	18:00	15
9204	2024-10-26	16:00	5
9203	2024-10-26	13:00	1
9202	2024-10-26	12:00	3
9201	2024-10-26	10:00	19
9200	2024-10-25	22:00	13
9199	2024-10-25	20:00	5
9198	2024-10-25	18:00	13
9197	2024-10-25	16:00	11
9196	2024-10-25	13:00	15
9195	2024-10-25	12:00	8
9194	2024-10-25	10:00	15
9193	2024-10-24	22:00	5
9192	2024-10-24	20:00	2
9191	2024-10-24	18:00	7
9190	2024-10-24	16:00	18
9189	2024-10-24	13:00	17
9188	2024-10-24	12:00	13
9187	2024-10-24	10:00	7
9186	2024-10-23	22:00	19
9185	2024-10-23	20:00	16
9184	2024-10-23	18:00	17
9183	2024-10-23	16:00	1
9182	2024-10-23	13:00	6
9181	2024-10-23	12:00	16
9180	2024-10-23	10:00	6
9179	2024-10-22	22:00	4
9178	2024-10-22	20:00	6
9177	2024-10-22	18:00	13
9176	2024-10-22	16:00	6
9175	2024-10-22	13:00	5
9174	2024-10-22	12:00	1
9173	2024-10-22	10:00	15
9172	2024-10-21	22:00	14
9171	2024-10-21	20:00	15
9170	2024-10-21	18:00	4
9169	2024-10-21	16:00	12
9168	2024-10-21	13:00	17
9167	2024-10-21	12:00	13
9166	2024-10-21	10:00	1
9165	2024-10-20	22:00	12
9164	2024-10-20	20:00	18
9163	2024-10-20	18:00	6
9162	2024-10-20	16:00	16
9161	2024-10-20	13:00	14
9160	2024-10-20	12:00	17
9159	2024-10-20	10:00	10
9158	2024-10-19	22:00	16
9157	2024-10-19	20:00	20
9156	2024-10-19	18:00	8
9155	2024-10-19	16:00	1
9154	2024-10-19	13:00	5
9153	2024-10-19	12:00	1
9152	2024-10-19	10:00	11
9151	2024-10-18	22:00	4
9150	2024-10-18	20:00	7
9149	2024-10-18	18:00	6
9148	2024-10-18	16:00	5
9147	2024-10-18	13:00	16
9146	2024-10-18	12:00	4
9145	2024-10-18	10:00	7
9144	2024-10-17	22:00	12
9143	2024-10-17	20:00	13
9142	2024-10-17	18:00	13
9141	2024-10-17	16:00	17
9140	2024-10-17	13:00	8
9139	2024-10-17	12:00	2
9138	2024-10-17	10:00	13
9137	2024-10-16	22:00	4
9136	2024-10-16	20:00	1
9135	2024-10-16	18:00	17
9134	2024-10-16	16:00	17
9133	2024-10-16	13:00	10
9132	2024-10-16	12:00	9
9131	2024-10-16	10:00	5
9130	2024-10-15	22:00	19
9129	2024-10-15	20:00	20
9128	2024-10-15	18:00	7
9127	2024-10-15	16:00	15
9126	2024-10-15	13:00	1
9125	2024-10-15	12:00	2
9124	2024-10-15	10:00	6
9123	2024-10-14	22:00	20
9122	2024-10-14	20:00	6
9121	2024-10-14	18:00	12
9120	2024-10-14	16:00	20
9119	2024-10-14	13:00	20
9118	2024-10-14	12:00	18
9117	2024-10-14	10:00	16
9116	2024-10-13	22:00	11
9115	2024-10-13	20:00	10
9114	2024-10-13	18:00	4
9113	2024-10-13	16:00	8
9112	2024-10-13	13:00	16
9111	2024-10-13	12:00	7
9110	2024-10-13	10:00	17
9109	2024-10-12	22:00	9
9108	2024-10-12	20:00	9
9107	2024-10-12	18:00	1
9106	2024-10-12	16:00	5
9105	2024-10-12	13:00	11
9104	2024-10-12	12:00	2
9103	2024-10-12	10:00	11
9102	2024-10-11	22:00	18
9101	2024-10-11	20:00	19
9100	2024-10-11	18:00	8
9099	2024-10-11	16:00	5
9098	2024-10-11	13:00	15
9097	2024-10-11	12:00	14
9096	2024-10-11	10:00	17
9095	2024-10-10	22:00	6
9094	2024-10-10	20:00	2
9093	2024-10-10	18:00	20
9092	2024-10-10	16:00	11
9091	2024-10-10	13:00	10
9090	2024-10-10	12:00	5
9089	2024-10-10	10:00	12
9088	2024-10-09	22:00	8
9087	2024-10-09	20:00	6
9086	2024-10-09	18:00	20
9085	2024-10-09	16:00	4
9084	2024-10-09	13:00	19
9083	2024-10-09	12:00	13
9082	2024-10-09	10:00	4
9081	2024-10-08	22:00	4
9080	2024-10-08	20:00	2
9079	2024-10-08	18:00	9
9078	2024-10-08	16:00	2
9077	2024-10-08	13:00	4
9076	2024-10-08	12:00	7
9075	2024-10-08	10:00	3
9074	2024-10-07	22:00	10
9073	2024-10-07	20:00	3
9072	2024-10-07	18:00	16
9071	2024-10-07	16:00	7
9070	2024-10-07	13:00	3
9069	2024-10-07	12:00	15
9068	2024-10-07	10:00	9
9067	2024-10-06	22:00	8
9066	2024-10-06	20:00	9
9065	2024-10-06	18:00	1
9064	2024-10-06	16:00	19
9063	2024-10-06	13:00	7
9062	2024-10-06	12:00	8
9061	2024-10-06	10:00	4
9060	2024-10-05	22:00	5
9059	2024-10-05	20:00	8
9058	2024-10-05	18:00	19
9057	2024-10-05	16:00	11
9056	2024-10-05	13:00	8
9055	2024-10-05	12:00	8
9054	2024-10-05	10:00	2
9053	2024-10-04	22:00	9
9052	2024-10-04	20:00	20
9051	2024-10-04	18:00	5
9050	2024-10-04	16:00	3
9049	2024-10-04	13:00	6
9048	2024-10-04	12:00	18
9047	2024-10-04	10:00	3
9046	2024-10-03	22:00	19
9045	2024-10-03	20:00	19
9044	2024-10-03	18:00	12
9043	2024-10-03	16:00	1
9042	2024-10-03	13:00	16
9041	2024-10-03	12:00	14
9040	2024-10-03	10:00	8
9039	2024-10-02	22:00	8
9038	2024-10-02	20:00	16
9037	2024-10-02	18:00	20
9036	2024-10-02	16:00	7
9035	2024-10-02	13:00	1
9034	2024-10-02	12:00	3
9033	2024-10-02	10:00	10
9032	2024-10-01	22:00	17
9031	2024-10-01	20:00	19
9030	2024-10-01	18:00	12
9029	2024-10-01	16:00	18
9028	2024-10-01	13:00	6
9027	2024-10-01	12:00	9
9026	2024-10-01	10:00	11
9025	2024-09-30	22:00	12
9024	2024-09-30	20:00	10
9023	2024-09-30	18:00	8
9022	2024-09-30	16:00	18
9021	2024-09-30	13:00	10
9020	2024-09-30	12:00	12
9019	2024-09-30	10:00	8
9018	2024-09-29	22:00	20
9017	2024-09-29	20:00	18
9016	2024-09-29	18:00	4
9015	2024-09-29	16:00	16
9014	2024-09-29	13:00	17
9013	2024-09-29	12:00	19
9012	2024-09-29	10:00	14
9011	2024-09-28	22:00	17
9010	2024-09-28	20:00	18
9009	2024-09-28	18:00	18
9008	2024-09-28	16:00	13
9007	2024-09-28	13:00	18
9006	2024-09-28	12:00	7
9005	2024-09-28	10:00	13
9004	2024-09-27	22:00	1
9003	2024-09-27	20:00	1
9002	2024-09-27	18:00	7
9001	2024-09-27	16:00	10
9000	2024-09-27	13:00	4
8999	2024-09-27	12:00	19
8998	2024-09-27	10:00	20
8997	2024-09-26	22:00	5
8996	2024-09-26	20:00	14
8995	2024-09-26	18:00	13
8994	2024-09-26	16:00	15
8993	2024-09-26	13:00	5
8992	2024-09-26	12:00	9
8991	2024-09-26	10:00	7
8990	2024-09-25	22:00	18
8989	2024-09-25	20:00	19
8988	2024-09-25	18:00	19
8987	2024-09-25	16:00	17
8986	2024-09-25	13:00	5
8985	2024-09-25	12:00	7
8984	2024-09-25	10:00	9
8983	2024-09-24	22:00	14
8982	2024-09-24	20:00	12
8981	2024-09-24	18:00	11
8980	2024-09-24	16:00	13
8979	2024-09-24	13:00	13
8978	2024-09-24	12:00	10
8977	2024-09-24	10:00	12
8976	2024-09-23	22:00	7
8975	2024-09-23	20:00	17
8974	2024-09-23	18:00	1
8973	2024-09-23	16:00	20
8972	2024-09-23	13:00	16
8971	2024-09-23	12:00	10
8970	2024-09-23	10:00	15
8969	2024-09-22	22:00	5
8968	2024-09-22	20:00	12
8967	2024-09-22	18:00	19
8966	2024-09-22	16:00	18
8965	2024-09-22	13:00	20
8964	2024-09-22	10:00	3
8963	2024-09-21	22:00	4
8962	2024-09-21	20:00	9
8961	2024-09-21	18:00	6
8960	2024-09-21	16:00	7
8959	2024-09-21	13:00	4
8958	2024-09-21	10:00	10
8957	2024-09-20	22:00	14
8956	2024-09-20	20:00	14
8955	2024-09-20	18:00	20
8954	2024-09-20	16:00	18
